BTMR1190,C=CC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC(N(CC4)C)O)OCC)C)O
BTMR1328,CCC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC(N(CC4)C)O)OC(C)O)C)O
BTMR1332,CCC(C1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC(N(CC4)C)O)OCC)O
BTMR1061,C(CC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCCO)C)O)O
BTMR1328,C(CC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OC(C)O)C)O)O
BTMR1332,C(CC(C1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)O)O
BTMR0105,CCC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC=O)C)O
BTMR1190,C=CC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCCO)C)O
BTMR1332,CCC(C1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCCO)O
BTMR0109,C1C(C(C2=NN(C3=C2N=C(NC3=O)C4=C(C=CC(=C4)S(=O)(=O)N5CCN(CC5)C)OCC)C)O)O1
BTMR1332,C=CC(C1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)O
BTMR1328,C=CC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OC(C)O)C)O
BTMR9285,C(CC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OC(C)O)C)O)O
BTMR9285,CCC(C1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OC(CO)O)C)O
BTMR1332,CCC(C1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OC(C)O)O
BTMR9320,CC(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC[N+](CC4)(C)[O-])O)C)O
BTMR9290,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4C(C[N+](CC4)(C)[O-])O)O)C
BTMR9290,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC([N+](CC4)(C)[O-])O)O)C
BTMR9285,C(CCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC[N+](CC4)(C)[O-])O)C)O
BTMR1190,C=CCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC[N+](CC4)(C)[O-])O)C
BTMR1037,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C(=CC(=C3)S(=O)(=O)N4CC[N+](CC4)(C)[O-])O)O)C
BTMR1332,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)[O-])O)C
BTMR1332,O=C
BTMR1332,CCCC1=NNC2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC[N+](CC4)(C)[O-])O
BTMR9320,CC(CC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)O)C)O
